record_birds,record_id,species_common_name,species_scientific_name,species_abbreviation,count,accompanying_numbers,accompanying_ocurrence,record_ship,date,time,lat,long,ship_act,speed,cloud_cover,precipitation,wind_speed,sea_state,obs
202,1092008,Giant petrel sensu lato,Macronectes sp.,MACSP,1,1,Y,47,1975-10-28T00:00:00Z, 10:55:00,-34,168,1,10,1,0,3,4,NESF
203,1092008,Cape petrel,Daption capense,DAPCAP,8,8,Y,47,1975-10-28T00:00:00Z, 10:55:00,-34,168,1,10,1,0,3,4,NESF
204,1092008,Buller's shearwater,Puffinus bulleri,PUFBUL,1,0,N,47,1975-10-28T00:00:00Z, 10:55:00,-34,168,1,10,1,0,3,4,NESF
205,1092009,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,2,2,Y,48,1975-10-28T00:00:00Z, 12:05:00,-34,168,1,10,1,0,3,4,NESF
206,1092009,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,4,4,Y,48,1975-10-28T00:00:00Z, 12:05:00,-34,168,1,10,1,0,3,4,NESF
207,1092009,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,3,3,Y,48,1975-10-28T00:00:00Z, 12:05:00,-34,168,1,10,1,0,3,4,NESF
208,1092009,Wandering albatross sensu lato,Diomedea antipodensis / exulans,DIOANTEXU,3,3,Y,48,1975-10-28T00:00:00Z, 12:05:00,-34,168,1,10,1,0,3,4,NESF
209,1092009,Giant petrel sensu lato,Macronectes sp.,MACSP,2,2,Y,48,1975-10-28T00:00:00Z, 12:05:00,-34,168,1,10,1,0,3,4,NESF
210,1092009,Cape petrel,Daption capense,DAPCAP,2,2,Y,48,1975-10-28T00:00:00Z, 12:05:00,-34,168,1,10,1,0,3,4,NESF
211,1092009,Shearwater (unidentified),Puffinus sp.,PUFSP,4,0,N,48,1975-10-28T00:00:00Z, 12:05:00,-34,168,1,10,1,0,3,4,NESF
212,1092010,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,1,1,Y,49,1975-10-28T00:00:00Z, 16:10:00,-34,167,1,10,1,8,4,4,NESF
213,1092010,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,2,2,Y,49,1975-10-28T00:00:00Z, 16:10:00,-34,167,1,10,1,8,4,4,NESF
214,1092010,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,4,4,Y,49,1975-10-28T00:00:00Z, 16:10:00,-34,167,1,10,1,8,4,4,NESF
215,1092010,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,3,3,Y,49,1975-10-28T00:00:00Z, 16:10:00,-34,167,1,10,1,8,4,4,NESF
216,1092010,Wandering albatross sensu lato PL5,Diomedea antipodensis / exulans PL5,DIOANTEXU PL5,2,2,Y,49,1975-10-28T00:00:00Z, 16:10:00,-34,167,1,10,1,8,4,4,NESF
217,1092010,Giant petrel sensu lato,Macronectes sp.,MACSP,2,2,Y,49,1975-10-28T00:00:00Z, 16:10:00,-34,167,1,10,1,8,4,4,NESF
218,1092010,Cape petrel,Daption capense,DAPCAP,7,7,Y,49,1975-10-28T00:00:00Z, 16:10:00,-34,167,1,10,1,8,4,4,NESF
220,1092012,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,3,3,Y,51,1975-10-29T00:00:00Z, 06:30:00,-34,164,1,10,1,8,3,4,NESF
221,1092012,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,1,Y,51,1975-10-29T00:00:00Z, 06:30:00,-34,164,1,10,1,8,3,4,NESF
222,1092012,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,2,2,Y,51,1975-10-29T00:00:00Z, 06:30:00,-34,164,1,10,1,8,3,4,NESF
223,1092012,Cape petrel,Daption capense,DAPCAP,2,2,Y,51,1975-10-29T00:00:00Z, 06:30:00,-34,164,1,10,1,8,3,4,NESF
224,1092012,Sooty shearwater,Puffinus griseus,PUFGRI,1,0,N,51,1975-10-29T00:00:00Z, 06:30:00,-34,164,1,10,1,8,3,4,NESF
225,1092012,Shearwater (unidentified),Puffinus sp.,PUFSP,1,0,N,51,1975-10-29T00:00:00Z, 06:30:00,-34,164,1,10,1,8,3,4,NESF
227,1092014,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,3,3,Y,53,1975-10-29T00:00:00Z, 11:40:00,-34,163,1,10,1,0,3,4,NESF
228,1092014,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,1,Y,53,1975-10-29T00:00:00Z, 11:40:00,-34,163,1,10,1,0,3,4,NESF
229,1092014,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,1,1,Y,53,1975-10-29T00:00:00Z, 11:40:00,-34,163,1,10,1,0,3,4,NESF
230,1092014,Cape petrel,Daption capense,DAPCAP,3,3,Y,53,1975-10-29T00:00:00Z, 11:40:00,-34,163,1,10,1,0,3,4,NESF
231,1092014,Shearwater (unidentified),Puffinus sp.,PUFSP,7,0,N,53,1975-10-29T00:00:00Z, 11:40:00,-34,163,1,10,1,0,3,4,NESF
232,1092015,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,2,2,Y,54,1975-10-29T00:00:00Z, 16:15:00,-33,162,1,10,2,0,3,4,NESF
233,1092015,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,1,Y,54,1975-10-29T00:00:00Z, 16:15:00,-33,162,1,10,2,0,3,4,NESF
234,1092015,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,3,3,Y,54,1975-10-29T00:00:00Z, 16:15:00,-33,162,1,10,2,0,3,4,NESF
235,1092015,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,1,1,Y,54,1975-10-29T00:00:00Z, 16:15:00,-33,162,1,10,2,0,3,4,NESF
236,1092015,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,1,1,Y,54,1975-10-29T00:00:00Z, 16:15:00,-33,162,1,10,2,0,3,4,NESF
237,1092015,Cape petrel,Daption capense,DAPCAP,3,3,Y,54,1975-10-29T00:00:00Z, 16:15:00,-33,162,1,10,2,0,3,4,NESF
238,1092015,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2,0,N,54,1975-10-29T00:00:00Z, 16:15:00,-33,162,1,10,2,0,3,4,NESF
239,1092016,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,1,1,Y,55,1975-10-30T00:00:00Z, 05:55:00,-34,159,1,11,1,0,1,3,NESF
240,1092016,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,3,3,Y,55,1975-10-30T00:00:00Z, 05:55:00,-34,159,1,11,1,0,1,3,NESF
241,1092016,Shearwater (unidentified),Puffinus sp.,PUFSP,2,0,N,55,1975-10-30T00:00:00Z, 05:55:00,-34,159,1,11,1,0,1,3,NESF
243,1092018,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,1,1,Y,57,1975-10-30T00:00:00Z, 10:36:00,-33,158,1,11,1,0,1,3,NESF
244,1092018,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,2,2,Y,57,1975-10-30T00:00:00Z, 10:36:00,-33,158,1,11,1,0,1,3,NESF
245,1092018,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,3,3,Y,57,1975-10-30T00:00:00Z, 10:36:00,-33,158,1,11,1,0,1,3,NESF
246,1092018,Cape petrel,Daption capense,DAPCAP,2,2,Y,57,1975-10-30T00:00:00Z, 10:36:00,-33,158,1,11,1,0,1,3,NESF
247,1092018,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,1,0,N,57,1975-10-30T00:00:00Z, 10:36:00,-33,158,1,11,1,0,1,3,NESF
258,1092021,Sooty shearwater,Puffinus griseus,PUFGRI,1,1,Y,59,1975-10-30T00:00:00Z, 18:00:00,-33,156,1,11,2,0,2,3,NESF
259,1092022,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,1,1,Y,60,1975-10-31T00:00:00Z, 06:20:00,-33,154,1,10,2,0,3,4,NESF
260,1092022,Cape petrel,Daption capense,DAPCAP,1,1,Y,60,1975-10-31T00:00:00Z, 06:20:00,-33,154,1,10,2,0,3,4,NESF
261,1092022,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,2,0,N,60,1975-10-31T00:00:00Z, 06:20:00,-33,154,1,10,2,0,3,4,NESF
262,1092023,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,1,1,Y,61,1975-10-31T00:00:00Z, 10:35:00,-33,153,1,10,2,0,4,5,NESF
263,1092023,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,1,Y,61,1975-10-31T00:00:00Z, 10:35:00,-33,153,1,10,2,0,4,5,NESF
264,1092023,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,2,2,Y,61,1975-10-31T00:00:00Z, 10:35:00,-33,153,1,10,2,0,4,5,NESF
265,1092023,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,1,Y,61,1975-10-31T00:00:00Z, 10:35:00,-33,153,1,10,2,0,4,5,NESF
266,1092023,Cape petrel,Daption capense,DAPCAP,3,3,Y,61,1975-10-31T00:00:00Z, 10:35:00,-33,153,1,10,2,0,4,5,NESF
267,1092023,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,3,0,N,61,1975-10-31T00:00:00Z, 10:35:00,-33,153,1,10,2,0,4,5,NESF
268,1092024,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,8,8,Y,62,1975-10-31T00:00:00Z, 16:10:00,-33,152,1,10,1,8,2,3,NESF
269,1092024,Black-browed albatross sensu lato,Diomedea impavida / melanophrys,DIOIMPMEL,1,1,Y,62,1975-10-31T00:00:00Z, 16:10:00,-33,152,1,10,1,8,2,3,NESF
270,1092024,Cape petrel,Daption capense,DAPCAP,2,2,Y,62,1975-10-31T00:00:00Z, 16:10:00,-33,152,1,10,1,8,2,3,NESF
271,1100001,Buller's mollymawk,Thalassarche bulleri,THABUL,1,0,N,63,1976-01-21T00:00:00Z, 12:50:00,-45,170,1,15,1,0,5,4,JENK
272,1100001,Shy / White-capped mollymawk,Thallassarche cauta cauta / steadi,THACAUCAUSTE,1,0,N,63,1976-01-21T00:00:00Z, 12:50:00,-45,170,1,15,1,0,5,4,JENK
273,1100001,Salvin's mollymawk,Thalassarche salvini,THASAL,2,0,N,63,1976-01-21T00:00:00Z, 12:50:00,-45,170,1,15,1,0,5,4,JENK
274,1100001,Grey-headed mollymawk,Thalassarche chrysostoma,THACHR,1,0,N,63,1976-01-21T00:00:00Z, 12:50:00,-45,170,1,15,1,0,5,4,JENK
278,1100002,Salvin's mollymawk,Thalassarche salvini,THASAL,2,0,N,64,1976-01-24T00:00:00Z, 13:20:00,-45,170,1,15,1,0,5,4,JENK
283,1100003,Sooty shearwater,Puffinus griseus,PUFGRI,250,0,N,65,1976-01-24T00:00:00Z, 15:30:00,-46,170,1,15,1,0,5,4,JENK
284,1100004,Buller's mollymawk,Thalassarche bulleri,THABUL,1,0,N,66,1976-01-24T00:00:00Z, 16:00:00,-46,170,1,14.5,1,0,5,4,JENK
287,1100004,Prion (unidentified),Pachyptila sp,PACSP,2,0,N,66,1976-01-24T00:00:00Z, 16:00:00,-46,170,1,14.5,1,0,5,4,JENK
288,1100004,Sooty shearwater,Puffinus griseus,PUFGRI,200,0,N,66,1976-01-24T00:00:00Z, 16:00:00,-46,170,1,14.5,1,0,5,4,JENK
290,1100005,Salvin's mollymawk,Thalassarche salvini,THASAL,1,0,N,67,1976-01-24T00:00:00Z, 17:00:00,-46,169,1,15,1,0,5,4,JENK
291,1100005,Giant petrel sensu lato,Macronectes sp.,MACSP,1,1,Y,67,1976-01-24T00:00:00Z, 17:00:00,-46,169,1,15,1,0,5,4,JENK
294,1100006,Buller's mollymawk,Thalassarche bulleri,THABUL,1,0,N,68,1976-01-24T00:00:00Z, 18:00:00,-46,169,1,15,1,0,5,4,JENK
297,1100006,Sooty shearwater,Puffinus griseus,PUFGRI,100,0,N,68,1976-01-24T00:00:00Z, 18:00:00,-46,169,1,15,1,0,5,4,JENK
298,1100006,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,1,1,Y,68,1976-01-24T00:00:00Z, 18:00:00,-46,169,1,15,1,0,5,4,JENK
299,1100007,Salvin's mollymawk,Thalassarche salvini,THASAL,1,0,N,69,1976-01-24T00:00:00Z, 19:30:00,-46,169,1,15,1,0,5,4,JENK
300,1100007,Giant petrel sensu lato,Macronectes sp.,MACSP,1,1,Y,69,1976-01-24T00:00:00Z, 19:30:00,-46,169,1,15,1,0,5,4,JENK
302,1100007,Prion (unidentified),Pachyptila sp,PACSP,2,0,N,69,1976-01-24T00:00:00Z, 19:30:00,-46,169,1,15,1,0,5,4,JENK
303,1100007,Sooty shearwater,Puffinus griseus,PUFGRI,20,0,N,69,1976-01-24T00:00:00Z, 19:30:00,-46,169,1,15,1,0,5,4,JENK
306,1100008,Prion (unidentified),Pachyptila sp,PACSP,3,0,N,70,1976-01-24T00:00:00Z, 21:00:00,-46,168,1,15,1,0,5,4,JENK
307,1100008,Sooty shearwater,Puffinus griseus,PUFGRI,15,0,N,70,1976-01-24T00:00:00Z, 21:00:00,-46,168,1,15,1,0,5,4,JENK
309,1100009,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,3,0,N,71,1976-01-25T00:00:00Z, 07:30:00,-45,164,1,15,1,0,2,3,JENK
310,1100009,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,0,N,71,1976-01-25T00:00:00Z, 07:30:00,-45,164,1,15,1,0,2,3,JENK
311,1100009,Southern royal albatross,Diomedea epomophora,DIOEPO,2,0,N,71,1976-01-25T00:00:00Z, 07:30:00,-45,164,1,15,1,0,2,3,JENK
312,1100009,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1,0,N,71,1976-01-25T00:00:00Z, 07:30:00,-45,164,1,15,1,0,2,3,JENK
314,1100009,Sooty shearwater,Puffinus griseus,PUFGRI,8,0,N,71,1976-01-25T00:00:00Z, 07:30:00,-45,164,1,15,1,0,2,3,JENK
315,1100009,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,1,0,N,71,1976-01-25T00:00:00Z, 07:30:00,-45,164,1,15,1,0,2,3,JENK
316,1100010,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,2,0,N,72,1976-01-25T00:00:00Z, 08:00:00,-45,164,1,15,1,0,2,3,JENK
317,1100010,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,0,N,72,1976-01-25T00:00:00Z, 08:00:00,-45,164,1,15,1,0,2,3,JENK
318,1100010,Southern royal albatross,Diomedea epomophora,DIOEPO,1,0,N,72,1976-01-25T00:00:00Z, 08:00:00,-45,164,1,15,1,0,2,3,JENK
319,1100010,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,2,0,N,72,1976-01-25T00:00:00Z, 08:00:00,-45,164,1,15,1,0,2,3,JENK
321,1100010,Mottled petrel,Pterodroma inexpectata,PTEINE,6,0,N,72,1976-01-25T00:00:00Z, 08:00:00,-45,164,1,15,1,0,2,3,JENK
322,1100010,Sooty shearwater,Puffinus griseus,PUFGRI,6,0,N,72,1976-01-25T00:00:00Z, 08:00:00,-45,164,1,15,1,0,2,3,JENK
326,1100011,Southern royal albatross,Diomedea epomophora,DIOEPO,2,0,N,73,1976-01-25T00:00:00Z, 09:00:00,-45,164,1,15,1,0,2,3,JENK
328,1100011,Sooty shearwater,Puffinus griseus,PUFGRI,4,0,N,73,1976-01-25T00:00:00Z, 09:00:00,-45,164,1,15,1,0,2,3,JENK
329,1100012,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,7,0,N,74,1976-01-25T00:00:00Z, 11:00:00,-45,163,1,15,1,0,2,3,JENK
330,1100012,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,2,0,N,74,1976-01-25T00:00:00Z, 11:00:00,-45,163,1,15,1,0,2,3,JENK
331,1100012,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,4,0,N,74,1976-01-25T00:00:00Z, 11:00:00,-45,163,1,15,1,0,2,3,JENK
332,1100012,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,2,0,N,74,1976-01-25T00:00:00Z, 11:00:00,-45,163,1,15,1,0,2,3,JENK
333,1100012,Wandering albatross sensu lato PL5,Diomedea antipodensis / exulans PL5,DIOANTEXU PL5,1,0,N,74,1976-01-25T00:00:00Z, 11:00:00,-45,163,1,15,1,0,2,3,JENK
334,1100012,Cape petrel,Daption capense,DAPCAP,1,1,Y,74,1976-01-25T00:00:00Z, 11:00:00,-45,163,1,15,1,0,2,3,JENK
335,1100012,Sooty shearwater,Puffinus griseus,PUFGRI,6,0,N,74,1976-01-25T00:00:00Z, 11:00:00,-45,163,1,15,1,0,2,3,JENK
336,1100012,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,2,0,N,74,1976-01-25T00:00:00Z, 11:00:00,-45,163,1,15,1,0,2,3,JENK
337,1100013,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,1,0,N,75,1976-01-25T00:00:00Z, 12:00:00,-45,163,1,15,1,0,4,4,JENK
338,1100013,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,2,0,N,75,1976-01-25T00:00:00Z, 12:00:00,-45,163,1,15,1,0,4,4,JENK
339,1100013,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,3,0,N,75,1976-01-25T00:00:00Z, 12:00:00,-45,163,1,15,1,0,4,4,JENK
340,1100013,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,1,0,N,75,1976-01-25T00:00:00Z, 12:00:00,-45,163,1,15,1,0,4,4,JENK
341,1100013,Sooty shearwater,Puffinus griseus,PUFGRI,3,0,N,75,1976-01-25T00:00:00Z, 12:00:00,-45,163,1,15,1,0,4,4,JENK
342,1100013,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,2,0,N,75,1976-01-25T00:00:00Z, 12:00:00,-45,163,1,15,1,0,4,4,JENK
343,1100014,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,0,N,76,1976-01-25T00:00:00Z, 15:00:00,-45,162,1,15,2,0,5,4,JENK
344,1100014,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,3,0,N,76,1976-01-25T00:00:00Z, 15:00:00,-45,162,1,15,2,0,5,4,JENK
345,1100014,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,0,N,76,1976-01-25T00:00:00Z, 15:00:00,-45,162,1,15,2,0,5,4,JENK
346,1100014,Prion (unidentified),Pachyptila sp,PACSP,30,0,N,76,1976-01-25T00:00:00Z, 15:00:00,-45,162,1,15,2,0,5,4,JENK
347,1100014,Sooty shearwater,Puffinus griseus,PUFGRI,2,0,N,76,1976-01-25T00:00:00Z, 15:00:00,-45,162,1,15,2,0,5,4,JENK
348,1100014,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,8,0,N,76,1976-01-25T00:00:00Z, 15:00:00,-45,162,1,15,2,0,5,4,JENK
349,1100015,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,0,N,77,1976-01-25T00:00:00Z, 15:45:00,-44,162,1,15,1,0,6,5,JENK
350,1100015,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,2,0,N,77,1976-01-25T00:00:00Z, 15:45:00,-44,162,1,15,1,0,6,5,JENK
351,1100015,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,0,N,77,1976-01-25T00:00:00Z, 15:45:00,-44,162,1,15,1,0,6,5,JENK
352,1100016,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,0,N,78,1976-01-25T00:00:00Z, 16:00:00,-44,162,1,15,2,8,6,5,JENK
353,1100016,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,3,0,N,78,1976-01-25T00:00:00Z, 16:00:00,-44,162,1,15,2,8,6,5,JENK
354,1100016,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,0,N,78,1976-01-25T00:00:00Z, 16:00:00,-44,162,1,15,2,8,6,5,JENK
355,1100016,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,2,0,N,78,1976-01-25T00:00:00Z, 16:00:00,-44,162,1,15,2,8,6,5,JENK
356,1100017,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,2,0,N,79,1976-01-25T00:00:00Z, 18:30:00,-44,161,1,15,2,8,5,4,JENK
357,1100017,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,3,0,N,79,1976-01-25T00:00:00Z, 18:30:00,-44,161,1,15,2,8,5,4,JENK
358,1100017,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,0,N,79,1976-01-25T00:00:00Z, 18:30:00,-44,161,1,15,2,8,5,4,JENK
359,1100017,Giant petrel sensu lato,Macronectes sp.,MACSP,1,1,Y,79,1976-01-25T00:00:00Z, 18:30:00,-44,161,1,15,2,8,5,4,JENK
360,1100017,Prion (unidentified),Pachyptila sp,PACSP,2,0,N,79,1976-01-25T00:00:00Z, 18:30:00,-44,161,1,15,2,8,5,4,JENK
361,1100017,White-faced storm petrel,Pelagodroma marina,PELMAR,1,0,N,79,1976-01-25T00:00:00Z, 18:30:00,-44,161,1,15,2,8,5,4,JENK
362,1100017,Black / White-bellied storm-petrel,Fregetta grallaria / tropica,FREGRATRO,1,0,N,79,1976-01-25T00:00:00Z, 18:30:00,-44,161,1,15,2,8,5,4,JENK
363,1100018,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,1,0,N,80,1976-01-25T00:00:00Z, 20:00:00,-44,160,1,15,2,6,4,4,JENK
364,1100018,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,0,N,80,1976-01-25T00:00:00Z, 20:00:00,-44,160,1,15,2,6,4,4,JENK
365,1100018,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,3,0,N,80,1976-01-25T00:00:00Z, 20:00:00,-44,160,1,15,2,6,4,4,JENK
366,1100018,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,0,N,80,1976-01-25T00:00:00Z, 20:00:00,-44,160,1,15,2,6,4,4,JENK
367,1100019,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,1,0,N,81,1976-01-26T00:00:00Z, 07:00:00,-43,157,1,14,2,2,8,6,JENK
368,1100019,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,3,0,N,81,1976-01-26T00:00:00Z, 07:00:00,-43,157,1,14,2,2,8,6,JENK
369,1100019,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,0,N,81,1976-01-26T00:00:00Z, 07:00:00,-43,157,1,14,2,2,8,6,JENK
370,1100019,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,1,0,N,81,1976-01-26T00:00:00Z, 07:00:00,-43,157,1,14,2,2,8,6,JENK
371,1100020,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,2,0,N,82,1976-01-26T00:00:00Z, 08:00:00,-43,156,1,14,2,2,8,6,JENK
372,1100020,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,3,0,N,82,1976-01-26T00:00:00Z, 08:00:00,-43,156,1,14,2,2,8,6,JENK
373,1100020,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,0,N,82,1976-01-26T00:00:00Z, 08:00:00,-43,156,1,14,2,2,8,6,JENK
374,1100020,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,2,0,N,82,1976-01-26T00:00:00Z, 08:00:00,-43,156,1,14,2,2,8,6,JENK
375,1100021,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,2,0,N,83,1976-01-26T00:00:00Z, 10:00:00,-42,156,1,14,2,2,8,6,JENK
376,1100021,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,2,0,N,83,1976-01-26T00:00:00Z, 10:00:00,-42,156,1,14,2,2,8,6,JENK
377,1100021,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,2,0,N,83,1976-01-26T00:00:00Z, 10:00:00,-42,156,1,14,2,2,8,6,JENK
378,1100022,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,1,0,N,84,1976-01-26T00:00:00Z, 12:00:00,-42,156,1,14,2,0,9,6,JENK
379,1100022,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,2,0,N,84,1976-01-26T00:00:00Z, 12:00:00,-42,156,1,14,2,0,9,6,JENK
380,1100022,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,3,0,N,84,1976-01-26T00:00:00Z, 12:00:00,-42,156,1,14,2,0,9,6,JENK
381,1100022,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,1,0,N,84,1976-01-26T00:00:00Z, 12:00:00,-42,156,1,14,2,0,9,6,JENK
382,1100022,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,3,0,N,84,1976-01-26T00:00:00Z, 12:00:00,-42,156,1,14,2,0,9,6,JENK
383,1100022,Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,2,0,N,84,1976-01-26T00:00:00Z, 12:00:00,-42,156,1,14,2,0,9,6,JENK
384,1100023,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,2,0,N,85,1976-01-26T00:00:00Z, 15:00:00,-42,155,1,14,2,0,9,6,JENK
